,index,Name,birth,death,timeline_position,timeline_position_extended,Summary,cloudinary thumbnails,cloudinary artworks
113,113,Andrea del Verrocchio,1435,1488,1462,1457.5,"Andrea del Verrocchio, born Andrea di Michele di Francesco de' Cioni, was an Italian painter, sculptor, and goldsmith who was a master of an important workshop in Florence. He apparently became known as Verrocchio after the surname of his master, a goldsmith. Few paintings are attributed to him with certainty, but a number of important painters were trained at his workshop. His pupils included Leonardo da Vinci, Pietro Perugino and Lorenzo di Credi. His greatest importance was as a sculptor and his last work, the Equestrian statue of Bartolomeo Colleoni in Venice, is generally accepted as a masterpiece.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_113_a35q4t.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/113_2_op5kqb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/113_1_u8nm2w.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/113_4_hqtcoj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/113_0_i5aj5z.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/113_3_yiah95.png']"
71,71,Paolo Romano,1445,1470,1458,1458.0,"Paolo Romano, also known as Paolo Tuccone and as Paolo di Mariano di Tuccio Taccone was an Italian early Renaissance sculptor and goldsmith. Giorgio Vasari in his Lives of the Most Excellent Painters, Sculptors, and Architects recounts that Paolo Romano was a modest man whose sculpture was far superior to that of his boastful contemporary Mino del Reame.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_071_xmgaon.png,
58,58,Giuliano da Maiano,1432,1490,1461,1461.0,"Giuliano da Maiano (1432–1490) was an Italian architect, intarsia-worker and sculptor, the elder brother of Benedetto da Maiano, with whom he often collaborated.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_058_vuyoch.png,
82,82,Melozzo da Forlì,1438,1494,1466,1461.5,Melozzo da Forlì was an Italian Renaissance painter and architect. His fresco paintings are notable for the use of foreshortening. He was the most important member of the Forlì painting school.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_082_tidtux.png,
66,66,Alesso Baldovinetti,1425,1499,1462,1462.0,Alesso or Alessio Baldovinetti was an Italian early Renaissance painter and draftsman.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_066_wgtmyr.png,
119,119,Niccolò Alunno,1430,1502,1466,1462.5,"Niccolò di Liberatore, known as L'Alunno (1430–1502) was an Italian painter of the Umbrian school.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_119_kcolqt.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/119_0_b20ziq.png']
73,73,Chimenti Camicia,1431,1505,1468,1463.0,"Chimenti Camicia was an Italian renaissance architect who was born in Florence in 1431. He had his own workshop by 1464. In 1479 he went to work for King Matthias Corvinus of Hungary for whom Camicia designed palaces, gardens, fountains, churches, and fortifications. He also supervised the rebuilding of Buda Castle.",,
96,96,Gentile Bellini,1429,1507,1468,1463.5,"Gentile Bellini was an Italian painter of the school of Venice. He came from Venice's leading family of painters, and at least in the early part of his career was more highly regarded than his younger brother Giovanni Bellini, the reverse of the case today. From 1474 he was the official portrait artist for the Doges of Venice, and as well as his portraits he painted a number of very large subjects with multitudes of figures, especially for the Scuole Grandi of Venice, wealthy confraternities that were very important in Venetian patrician social life.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_096_bfxieo.png,
108,108,Antonio Pollaiuolo,1429,1498,1464,1464.0,"Antonio del Pollaiuolo, also known as Antonio di Jacopo Pollaiuolo or Antonio Pollaiuolo, was an Italian painter, sculptor, engraver and goldsmith during the Italian Renaissance.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_108_ctjm9e.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/108_5_xbawmv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/108_3_hsxbjx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/108_1_fn7yyj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/108_2_t672f5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/108_0_c2l9il.png']"
116,116,Andrea Mantegna,1431,1506,1468,1464.5,"Andrea Mantegna was an Italian painter, a student of Roman archeology, and son-in-law of Jacopo Bellini.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_116_p6ruj5.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_24_xxrkzy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_26_qdryho.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_12_rqfq8b.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_14_fsue8l.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_4_x86jgq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_6_wxrfuy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_20_zkcwnl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_19_xqjchv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_11_gfjkxu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_25_hndmoi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_1_tj6ssv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_17_jj4xvd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_27_q6lyr6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_8_gcicu0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_18_yizfrd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_9_mihwvr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_22_xtpfzn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_0_vfbouw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_23_q42did.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_3_agohdq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_15_ckxxsn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_5_lxngsf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_2_xtfvpj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_13_f7kgsm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_16_ynm7iy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_7_qevzl9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_10_atx9f6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/116_21_y8ckmy.png']"
69,69,Fra Diamante,1430,1500,1465,1465.0,Fra Diamante was an Italian Renaissance painter.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_069_v5cgwi.png,
112,112,Benedetto da Maiano,1442,1497,1470,1465.5,Benedetto da Maiano was an Italian sculptor of the early Renaissance.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_112_g9qyel.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/112_1_okewb6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/112_4_izb24q.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/112_0_exvovp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/112_3_acgicv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/112_2_zc558v.png']"
67,67,Vellano da Padova,1437,1496,1466,1466.0,"Bartolomeo Bellano, also known as Bartolomeo Vellano, was an Italian renaissance sculptor and architect who was born in Padua in 1437 or 1438. He was the son of a goldsmith and became a student of the sculptor Donatello, with whom he worked on many projects, including in the Basilica of Saint Anthony of Padua.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_067_i8gkpr.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/67_0_uco91y.png']
104,104,Domenico Ghirlandaio,1448,1494,1471,1466.5,"Domenico di Tommaso Curradi di Doffo Bigordi, proffesionally known as Domenico Ghirlandaio, also spelled as Ghirlandajo, was an Italian Renaissance painter born in Florence. Ghirlandaio was part of the so-called ""third generation"" of the Florentine Renaissance, along with Verrocchio, the Pollaiolo brothers and Sandro Botticelli. Ghirlandaio led a large and efficient workshop that included his brothers Davide Ghirlandaio and Benedetto Ghirlandaio, his brother-in-law Bastiano Mainardi from San Gimignano, and later his son Ridolfo Ghirlandaio. Many apprentices passed through Ghirlandaio's workshop, including the famous Michelangelo. Ghirlandaio's particular talent lay in his ability to posit depictions of contemporary life and portraits of contemporary people within the context of religious narratives, bringing him great popularity and many large commissions.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_104_fsx1zw.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/104_1_xe4mti.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/104_0_y6cczm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/104_4_e5zu2y.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/104_3_rqxjuq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/104_5_zwarlv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/104_2_bsiac9.png']"
100,100,Il Cecca,1446,1488,1467,1467.0,"Francesco d'Angelo (1446–1488), also known as Il Cecca, was a sculptor and engineer in Florence, Italy. He is best known for his sculptures―often mechanical―carried in religious processions, theatrical machinery, and military devices. He was killed in battle in 1488 while accompanying the Florentine army and was buried in Florence at the Church of San Pier Scheraggio.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_100_lou1dq.png,
135,135,Vincenzo Foppa,1427,1515,1471,1467.5,"Vincenzo Foppa was an Italian painter from the Renaissance period. While few of his works survive, he was an esteemed and influential painter during his time and is considered the preeminent leader of the Early Lombard School. He spent his career working for the Sforza family, Dukes of Milan, in Pavia, as well as various other patrons throughout Lombardy and Liguria. He lived and worked in his native Brescia during his later years.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_135_xnmdft.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/135_0_mjtmj3.png']
70,70,Jacopo del Sellaio,1442,1493,1468,1468.0,"Jacopo del Sellaio (1441/1–1493), was an Italian painter of the early Renaissance, active in his native Florence. His real name was Jacopo di Arcangelo. The nickname Sellaio derives from the profession of his father, a saddler.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_070_qmxlxs.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/70_0_gga5dv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/70_1_rswh3r.png']"
99,99,Cosimo Rosselli,1439,1507,1473,1468.5,"Cosimo Rosselli (1439–1507) was an Italian painter of the Quattrocento, active mainly in his birthplace of Florence, but also in Pisa earlier in his career in 1481-82 in the Sistine Chapel in Rome, where he painted some of the large frescoes on the side walls. Though generally regarded as a lesser talent in comparison to Sandro Botticelli, Pietro Perugino and Domenico Ghirlandaio, who were all also active at the Sistine Chapel, Rosselli was still able to win large and important commission throughout his career, a testament to his high level of activity in his native Florence. Important local commissions include a fresco in the cloister of Santissima Annunziata, Florence and those in the Chapel of the Holy Blood in Sant'Ambrogio, Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_099_j4r9q2.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/99_2_lpr7zf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/99_0_l5wi95.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/99_1_hvqtf6.png']"
109,109,Piero Pollaiuolo,1442,1496,1469,1469.0,"Piero del Pollaiuolo, also known as Piero Benci, was an Italian Renaissance painter from Florence. His brother was the artist Antonio del Pollaiuolo and the two frequently worked together. Their work shows both classical influences and an interest in human anatomy; reportedly, the brothers carried out dissections to improve their knowledge of the subject.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_109_jdw07w.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/109_0_qpndq2.png']
139,139,Bartolomeo Vivarini,1440,1499,1470,1469.5,"Bartolomeo or Bartolommeo Vivarini was an Italian Renaissance painter, known to have worked from 1450 to 1499.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_139_unxqpq.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/139_1_xdx5yz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/139_0_n0ioeq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/139_2_uebzma.png']"
83,83,Francesco di Giorgio,1439,1501,1470,1470.0,"Francesco di Giorgio Martini (1439–1501) was an Italian architect, engineer, painter, sculptor, and writer. As a painter, he belonged to the Sienese School. He was considered a visionary architectural theorist—in Nikolaus Pevsner's terms: ""one of the most interesting later Quattrocento architects"". As a military engineer, he executed architectural designs and sculptural projects and built almost seventy fortifications for the Federico da Montefeltro, Count of Urbino, building city walls and early examples of star-shaped fortifications.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_083_mactub.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/83_0_y5kggb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/83_1_xsxedl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/83_2_ywepuo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/83_3_eyotr6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/83_4_glpofb.png']"
101,101,Don Bartolomeo Abbate di S. Clemente,1448,1502,1475,1470.5,"Bartolomeo della Gatta (1448–1502), born Pietro di Antonio Dei, was an Italian (Florentine) painter, illuminator, and architect. He was the son of a goldsmith. He was a colleague of Fra Bartolommeo. In 1468, Bartolomeo became a monk in the Order of Camaldoli, which his brother Nicolo had already entered. Upon taking holy orders, he changed his name to Bartolomeo. About 1481, he was summoned to Rome where he contributed to the cycle of frescos on the walls of the Sistine Chapel. He collaborated with Luca Signorelli.
Bartolomeo eventually became Abbot of San Clemente in Arezzo. He died in 1502 and was buried in the Abbey of San Clemente.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_101_bzg31e.png,
103,103,Gherardo di Giovanni del Fora,1445,1497,1471,1471.0,"Gherardo di Giovanni di Miniato del Fora (1445–1497), was an Italian painter.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_103_hkqaie.png,
208,208,Fra Giocondo,1433,1515,1474,1471.5,"Giovanni Giocondo, Order of Friars Minor, was an Italian friar, architect, antiquary, archaeologist, and classical scholar.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_208_w3jiyd.png,
74,74,Baccio Pontelli,1449,1494,1472,1472.0,Baccio Pontelli was an Italian architect. Baccio is an abbreviation of Bartolomeo.,,
95,95,Giovanni,1430,1516,1473,1473.0,"Giovanni Bellini was an Italian Renaissance painter, probably the best known of the Bellini family of Venetian painters. His father was Jacopo Bellini, his brother was Gentile Bellini, and his brother-in-law was Andrea Mantegna. He was considered to have revolutionized Venetian painting, moving it towards a more sensuous and colouristic style. Through the use of clear, slow-drying oil paints, Giovanni created deep, rich tints and detailed shadings. His sumptuous coloring and fluent, atmospheric landscapes had a great effect on the Venetian painting school, especially on his pupils Giorgione and Titian.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_095_rzlwci.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/95_6_txkcoo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/95_1_a5iobr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/95_2_edaajt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/95_0_twc9ti.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/95_3_tsxal6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/95_5_y6xux6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/95_4_en3n5e.png']"
111,111,Sandro Botticelli,1445,1510,1478,1473.5,"Alessandro di Mariano di Vanni Filipepi, known as Sandro Botticelli, was an Italian painter of the Early Renaissance. Botticelli's posthumous reputation suffered until the late 19th century, when he was rediscovered by the Pre-Raphaelites who stimulated a reappraisal of his work. Since then, his paintings have been seen to represent the linear grace of Early Renaissance painting.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_111_iyhlaz.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/111_4_nti4vn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/111_5_jmmzco.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/111_0_hzap0d.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/111_1_svynra.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/111_2_q4dkhn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/111_3_owdpeo.png']"
93,93,Ercole Ferrarese,1453,1496,1474,1474.0,"Ercole de' Roberti, also known as Ercole Ferrarese or Ercole da Ferrara, was an Italian artist of the Early Renaissance and the School of Ferrara. He was profiled in Vasari's Le Vite delle più eccellenti pittori, scultori, ed architettori.

The son of the doorkeeper at the Este castle, Ercole later held the position of court artist for the Este family in Ferrara. According to Vasari:Ercole had an extraordinary love of wine, and his frequent drunkenness did much to shorten his life, which he had enjoyed without any accident up to the age of forty, when he was smitten one day by apoplexy, which made an end of him in a short time.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_093_rzdchi.png,
159,159,Donato Bramante,1444,1514,1479,1474.5,"Donato Bramante, born as Donato di Pascuccio d'Antonio and also known as Bramante Lazzari, was an Italian architect and painter. He introduced Renaissance architecture to Milan and the High Renaissance style to Rome, where his plan for St. Peter's Basilica formed the basis of design executed by Michelangelo. His Tempietto marked the beginning of the High Renaissance in Rome (1502) when Pope Julius II appointed him to build a sanctuary over the spot where Peter was buried.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_159_vbmxul.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/159_0_qm3koq.png']
97,97,Niccolò Rondinelli,1450,1510,1480,1475.0,"Niccolò Rondinelli was an Italian painter of the Renaissance period, active mainly in Ravenna, where he was born. He was a pupil of the painter Giovanni Bellini. Also called Nicolo or Niccoló Rondinello. Among his pupils were Baldassare Carrari and Francesco da Cotignola.",,
117,117,Filippino Lippi,1457,1504,1480,1475.5,"Filippino Lippi was an Italian painter working in Florence, Italy during the later years of the Early Renaissance and first few years of the High Renaissance.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_117_kxld9c.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/117_5_t9vmi6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/117_0_n9qpjm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/117_1_dyj2mt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/117_6_gzt9ps.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/117_3_elr5xh.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/117_4_ecmths.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/117_2_jdc4us.png']"
164,164,Giuliano da Sangallo,1445,1516,1480,1476.0,"Giuliano da Sangallo was an Italian sculptor, architect and military engineer active during the Italian Renaissance. He is known primarily for being the favored architect of Lorenzo de' Medici, his patron. In this role, Giuliano designed a villa for Lorenzo as well as a monastery for Augustinians and a church where a miracle was said to have taken place. Additionally, Giuliano was commissioned to build multiple structures for Pope Julius II and Pope Leo X. Leon Battista Alberti and Filippo Brunelleschi heavily influenced Sangallo and in turn, he influenced other important Renaissance figures such as Raphael, Leonardo da Vinci, his brother Antonio da Sangallo the Elder, and his sons, Antonio da Sangallo the Younger and Francesco da Sangallo.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_164_utmjcz.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/164_0_g99rih.png']
170,170,Benedetto Ghirlandaio,1458,1497,1478,1476.5,"Benedetto Ghirlandaio (1458–1497) was an Italian (Florentine) painter. His brothers Davide Ghirlandaio (1452–1525) and Domenico Ghirlandaio (1449–1494) were both painters, as was his nephew Ridolfo Ghirlandaio (1483–1561). From 1486 until 1493 he was active in France, where survives his only extant signed painting, an altarpiece of the Nativity at Nôtre-Dame in Aigueperse. Benedetto died in Florence on 17 July 1497.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_170_hul67u.png,
102,102,Matteo Lappoli,1450,1504,1477,1477.0,"Matteo Lappoli (1450–1504) was an Italian painter of the Renaissance period. He was born at Arezzo. He studied under Fra Bartolommeo. The greater part of his paintings have perished. There are still at Arezzo, in the refectory of the Bernardines, a St. Bernard, and for the church of Santa Maria, a  St. Sebastian. His son, Giovanni Antonio Lappoli, was also a painter.",,
168,168,Simone del Pollaiolo,1457,1508,1482,1477.5,Simone del Pollaiolo (1457–1508) was a Florentine architect who was commonly known as Il Cronaca.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_168_nsejnu.png,
105,105,Benedetto,1458,1497,1478,1478.0,"Benedetto Ghirlandaio (1458–1497) was an Italian (Florentine) painter. His brothers Davide Ghirlandaio (1452–1525) and Domenico Ghirlandaio (1449–1494) were both painters, as was his nephew Ridolfo Ghirlandaio (1483–1561). From 1486 until 1493 he was active in France, where survives his only extant signed painting, an altarpiece of the Nativity at Nôtre-Dame in Aigueperse. Benedetto died in Florence on 17 July 1497.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_105_bge0ym.png,
153,153,Luca Signorelli,1443,1523,1483,1478.5,Luca Signorelli was an Italian Renaissance painter who was noted in particular for his ability as a draftsman and his use of foreshortening. His massive frescoes of the Last Judgment (1499–1503) in Orvieto Cathedral are considered his masterpiece.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_153_jqgjeu.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/153_2_ybckhd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/153_0_mpqjcx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/153_1_njt4xg.png']"
124,124,Rocco Zoppo,1450,1508,1479,1479.0,"Rocco Zoppo, real name Giovan Maria di Bartolomeo Bacci di Belforte was a Florentin painter, a pupil and collaborator of Pietro Perugino.",,
243,243,Benedetto Ghirlandaio,1458,1497,1478,1479.5,"Benedetto Ghirlandaio (1458–1497) was an Italian (Florentine) painter. His brothers Davide Ghirlandaio (1452–1525) and Domenico Ghirlandaio (1449–1494) were both painters, as was his nephew Ridolfo Ghirlandaio (1483–1561). From 1486 until 1493 he was active in France, where survives his only extant signed painting, an altarpiece of the Nativity at Nôtre-Dame in Aigueperse. Benedetto died in Florence on 17 July 1497.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_243_hland6.png,
44,44,Andrea,1435,1525,1480,1480.0,"Andrea della Robbia was an Italian Renaissance sculptor, especially in ceramics.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_044_wqa08z.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_1_jg9bom.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_4_m59uzq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_5_zq2zlz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_3_aj0epc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_8_pgqlyb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_2_sufuva.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_6_eel0us.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_0_c23xs3.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_9_i5xqy0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/44_7_uj8lsh.png']"
123,123,Pietro Perugino,1448,1523,1486,1481.0,"Pietro Perugino, born Pietro Vannucci, was an Italian Renaissance painter of the Umbrian school, who developed some of the qualities that found classic expression in the High Renaissance. Raphael was his most famous pupil.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_123_xjayqr.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_4_bpofdw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_8_vqvacw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_1_aovrpy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_0_tub9ec.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_7_shfzqw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_2_vxcpi2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_5_u2osez.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_3_oanhe4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/123_6_twumop.png']"
