type,title,displaytitle,wikibase_item,pageid,lang,dir,revision,tid,timestamp,description,description_source,extract,extract_html,namespace.id,namespace.text,titles.canonical,titles.normalized,titles.display,thumbnail.source,thumbnail.width,thumbnail.height,originalimage.source,originalimage.width,originalimage.height,content_urls.desktop.page,content_urls.desktop.revisions,content_urls.desktop.edit,content_urls.desktop.talk,content_urls.mobile.page,content_urls.mobile.revisions,content_urls.mobile.edit,content_urls.mobile.talk
standard,Benedetto Rusconi,Benedetto Rusconi,Q3638104,32333628,en,ltr,996371051,cc54a7f0-9839-11eb-9e01-c366ac1ef6ec,2020-12-26T04:54:51Z,,,"Benedetto Rusconi, nicknamed the Diana, was an Italian Renaissance painter, a companion of Vittore Carpaccio and Giovanni di Niccolò Mansueti, who lived in the latter part of the 15th and early part of the 16th centuries. No date can be given of his birth.","<p><b>Benedetto Rusconi</b>, nicknamed <b>the Diana</b>, was an Italian Renaissance painter, a companion of Vittore Carpaccio and Giovanni di Niccolò Mansueti, who lived in the latter part of the 15th and early part of the 16th centuries. No date can be given of his birth.</p>",0,,Benedetto_Rusconi,Benedetto Rusconi,Benedetto Rusconi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Accademia_-_Madonna_col_Bambino_tra_i_santi_Girolamo%2C_Benedetto%2C_Maddalena_e_Giustina_Cat82_Benedetto_Rusconi_detto_Diana.jpg/320px-Accademia_-_Madonna_col_Bambino_tra_i_santi_Girolamo%2C_Benedetto%2C_Maddalena_e_Giustina_Cat82_Benedetto_Rusconi_detto_Diana.jpg,320.0,278.0,https://upload.wikimedia.org/wikipedia/commons/8/8d/Accademia_-_Madonna_col_Bambino_tra_i_santi_Girolamo%2C_Benedetto%2C_Maddalena_e_Giustina_Cat82_Benedetto_Rusconi_detto_Diana.jpg,5237.0,4543.0,https://en.wikipedia.org/wiki/Benedetto_Rusconi,https://en.wikipedia.org/wiki/Benedetto_Rusconi?action=history,https://en.wikipedia.org/wiki/Benedetto_Rusconi?action=edit,https://en.wikipedia.org/wiki/Talk:Benedetto_Rusconi,https://en.m.wikipedia.org/wiki/Benedetto_Rusconi,https://en.m.wikipedia.org/wiki/Special:History/Benedetto_Rusconi,https://en.m.wikipedia.org/wiki/Benedetto_Rusconi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Benedetto_Rusconi
standard,Giovanni Buonconsiglio,Giovanni Buonconsiglio,Q5563793,10356497,en,ltr,999384315,cca71a40-897e-11eb-8890-c95fd6bbbbbf,2021-01-09T22:17:25Z,Italian painter,local,"Giovanni Buonconsiglio was an Italian painter of the Renaissance period, active mainly in Venice and his native Vicenza. Alternate names: Bonconsigli, Giovanni; Il Marescalco; Marescalco Buonconsiglio; Il Marescalco.","<p><b>Giovanni Buonconsiglio</b> was an Italian painter of the Renaissance period, active mainly in Venice and his native Vicenza. <b>Alternate names:</b> Bonconsigli, Giovanni; Il Marescalco; Marescalco Buonconsiglio; Il Marescalco.</p>",0,,Giovanni_Buonconsiglio,Giovanni Buonconsiglio,Giovanni Buonconsiglio,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Giovanni_Buonconsiglio_-_Palazzo_Thiene.jpg/320px-Giovanni_Buonconsiglio_-_Palazzo_Thiene.jpg,320.0,276.0,https://upload.wikimedia.org/wikipedia/commons/9/9c/Giovanni_Buonconsiglio_-_Palazzo_Thiene.jpg,1281.0,1103.0,https://en.wikipedia.org/wiki/Giovanni_Buonconsiglio,https://en.wikipedia.org/wiki/Giovanni_Buonconsiglio?action=history,https://en.wikipedia.org/wiki/Giovanni_Buonconsiglio?action=edit,https://en.wikipedia.org/wiki/Talk:Giovanni_Buonconsiglio,https://en.m.wikipedia.org/wiki/Giovanni_Buonconsiglio,https://en.m.wikipedia.org/wiki/Special:History/Giovanni_Buonconsiglio,https://en.m.wikipedia.org/wiki/Giovanni_Buonconsiglio?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giovanni_Buonconsiglio
standard,Tullio Lombardo,Tullio Lombardo,Q1350301,4368159,en,ltr,1014701471,f3258270-b31c-11eb-9d7d-938d14847fd4,2021-03-28T16:54:42Z,,,"Tullio Lombardo, also known as Tullio Solari, was an Italian Renaissance sculptor. He was the brother of Antonio Lombardo and son of Pietro Lombardo. The Lombardo family worked together to sculpt famous Catholic churches and tombs. The church of Santi Giovanni e Paolo contains the Monument to Doge Pietro Mocenigo, executed with his father and brother, and the Monument to Doge Andrea Vendramin, an evocation of a Roman triumphal arch encrusted with decorative figures. Tullio also likely completed the funereal monument to Marco Cornaro in the Church of Santi Apostoli and the frieze in the Cornaro Chapel of the Santa Maria Gloriosa dei Frari. He also participated in the work to decorate Santa Maria dei Miracoli, Venice.","<p><b>Tullio Lombardo</b>, also known as Tullio Solari, was an Italian Renaissance sculptor. He was the brother of Antonio Lombardo and son of Pietro Lombardo. The Lombardo family worked together to sculpt famous Catholic churches and tombs. The church of Santi Giovanni e Paolo contains the Monument to Doge Pietro Mocenigo, executed with his father and brother, and the Monument to Doge Andrea Vendramin, an evocation of a Roman triumphal arch encrusted with decorative figures. Tullio also likely completed the funereal monument to Marco Cornaro in the Church of Santi Apostoli and the frieze in the Cornaro Chapel of the Santa Maria Gloriosa dei Frari. He also participated in the work to decorate Santa Maria dei Miracoli, Venice.</p>",0,,Tullio_Lombardo,Tullio Lombardo,Tullio Lombardo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Interior_of_Santi_Giovanni_e_Paolo_%28Venice%29_-_Monumento_del_doge_Pietro_Mocenigo_-_Pietro_Lombardo.jpg/226px-Interior_of_Santi_Giovanni_e_Paolo_%28Venice%29_-_Monumento_del_doge_Pietro_Mocenigo_-_Pietro_Lombardo.jpg,226.0,320.0,https://upload.wikimedia.org/wikipedia/commons/6/6b/Interior_of_Santi_Giovanni_e_Paolo_%28Venice%29_-_Monumento_del_doge_Pietro_Mocenigo_-_Pietro_Lombardo.jpg,4164.0,5886.0,https://en.wikipedia.org/wiki/Tullio_Lombardo,https://en.wikipedia.org/wiki/Tullio_Lombardo?action=history,https://en.wikipedia.org/wiki/Tullio_Lombardo?action=edit,https://en.wikipedia.org/wiki/Talk:Tullio_Lombardo,https://en.m.wikipedia.org/wiki/Tullio_Lombardo,https://en.m.wikipedia.org/wiki/Special:History/Tullio_Lombardo,https://en.m.wikipedia.org/wiki/Tullio_Lombardo?action=edit,https://en.m.wikipedia.org/wiki/Talk:Tullio_Lombardo
standard,Vincenzo Civerchio,Vincenzo Civerchio,Q3559930,2660483,en,ltr,996361817,8bd04530-b306-11eb-91ae-0133b0cbad0f,2020-12-26T03:48:36Z,,,"Vincenzo Civerchio or Civercio was an Italian painter of the Renaissance, born at Crema, and active also in Brescia, where there are some of his alter-pieces. One of his works is at the National Gallery of Art, Washington D.C., others in the Pinacoteca di Brera, Milan, Italy. He is said to be an imitator of Bernardino Butinone, Bernardino Zenale, and influenced by Vincenzo Foppa.","<p><b>Vincenzo Civerchio</b> or <b>Civercio</b> was an Italian painter of the Renaissance, born at Crema, and active also in Brescia, where there are some of his alter-pieces. One of his works is at the National Gallery of Art, Washington D.C., others in the Pinacoteca di Brera, Milan, Italy. He is said to be an imitator of Bernardino Butinone, Bernardino Zenale, and influenced by Vincenzo Foppa.</p>",0,,Vincenzo_Civerchio,Vincenzo Civerchio,Vincenzo Civerchio,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Polittico_di_San_Nicola_da_Tolentino.jpg/225px-Polittico_di_San_Nicola_da_Tolentino.jpg,225.0,320.0,https://upload.wikimedia.org/wikipedia/commons/2/29/Polittico_di_San_Nicola_da_Tolentino.jpg,2245.0,3192.0,https://en.wikipedia.org/wiki/Vincenzo_Civerchio,https://en.wikipedia.org/wiki/Vincenzo_Civerchio?action=history,https://en.wikipedia.org/wiki/Vincenzo_Civerchio?action=edit,https://en.wikipedia.org/wiki/Talk:Vincenzo_Civerchio,https://en.m.wikipedia.org/wiki/Vincenzo_Civerchio,https://en.m.wikipedia.org/wiki/Special:History/Vincenzo_Civerchio,https://en.m.wikipedia.org/wiki/Vincenzo_Civerchio?action=edit,https://en.m.wikipedia.org/wiki/Talk:Vincenzo_Civerchio
standard,Romanino,Romanino,Q732766,3390676,en,ltr,1013427243,8ed81e20-b22e-11eb-97c3-8986360b6b84,2021-03-21T15:40:33Z,,,"Girolamo Romani (Romanino) was an Italian High Renaissance painter active in the Veneto and Lombardy, near Brescia. His long career brought forth several different styles.","<p><b>Girolamo Romani (Romanino)</b> was an Italian High Renaissance painter active in the Veneto and Lombardy, near Brescia. His long career brought forth several different styles.</p>",0,,Romanino,Romanino,Romanino,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Lattanzio_Gambrara_Portrait_romanino_Budapest.jpg/248px-Lattanzio_Gambrara_Portrait_romanino_Budapest.jpg,248.0,320.0,https://upload.wikimedia.org/wikipedia/commons/1/17/Lattanzio_Gambrara_Portrait_romanino_Budapest.jpg,681.0,880.0,https://en.wikipedia.org/wiki/Romanino,https://en.wikipedia.org/wiki/Romanino?action=history,https://en.wikipedia.org/wiki/Romanino?action=edit,https://en.wikipedia.org/wiki/Talk:Romanino,https://en.m.wikipedia.org/wiki/Romanino,https://en.m.wikipedia.org/wiki/Special:History/Romanino,https://en.m.wikipedia.org/wiki/Romanino?action=edit,https://en.m.wikipedia.org/wiki/Talk:Romanino
standard,Moretto da Brescia,Moretto da Brescia,Q954504,976487,en,ltr,1016422648,21950000-b2e5-11eb-a89b-d97955e4d383,2021-04-07T02:34:14Z,,,"Alessandro Bonvicino, more commonly known as Moretto, or in Italian Il Moretto da Brescia, was an Italian Renaissance painter from Brescia, where he also mostly worked. His dated works span the period from 1524 to 1554, but he was already described as a master in 1516. He was mainly a painter of altarpieces that tend towards sedateness, mostly for churches in and around Brescia, but also in Bergamo, Milan, Verona and Asola; many remain in the churches they were painted for. Most are on canvas, but a number even of large ones are on wood panel. Only a handful of drawings survive.","<p><b>Alessandro Bonvicino</b>, more commonly known as <b>Moretto</b>, or in Italian <b>Il Moretto da Brescia</b>, was an Italian Renaissance painter from Brescia, where he also mostly worked. His dated works span the period from 1524 to 1554, but he was already described as a master in 1516. He was mainly a painter of altarpieces that tend towards sedateness, mostly for churches in and around Brescia, but also in Bergamo, Milan, Verona and Asola; many remain in the churches they were painted for. Most are on canvas, but a number even of large ones are on wood panel. Only a handful of drawings survive.</p>",0,,Moretto_da_Brescia,Moretto da Brescia,Moretto da Brescia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Alessandro_Buonvicino_detto_il_Moretto_pittore.jpg/242px-Alessandro_Buonvicino_detto_il_Moretto_pittore.jpg,242.0,320.0,https://upload.wikimedia.org/wikipedia/commons/0/03/Alessandro_Buonvicino_detto_il_Moretto_pittore.jpg,777.0,1028.0,https://en.wikipedia.org/wiki/Moretto_da_Brescia,https://en.wikipedia.org/wiki/Moretto_da_Brescia?action=history,https://en.wikipedia.org/wiki/Moretto_da_Brescia?action=edit,https://en.wikipedia.org/wiki/Talk:Moretto_da_Brescia,https://en.m.wikipedia.org/wiki/Moretto_da_Brescia,https://en.m.wikipedia.org/wiki/Special:History/Moretto_da_Brescia,https://en.m.wikipedia.org/wiki/Moretto_da_Brescia?action=edit,https://en.m.wikipedia.org/wiki/Talk:Moretto_da_Brescia
standard,Francesco Bonsignori,Francesco Bonsignori,Q2524101,14176195,en,ltr,1018913472,0547ebe0-a1ee-11eb-95f5-072f80046961,2021-04-20T15:35:19Z,,,"Francesco Bonsignori, also known as Francesco Monsignori, was an Italian painter and draughtsman, characterized by his excellence in religious subjects, portraits, architectural perspective and animals. He was born in Verona and died in Caldiero, a city near Verona. Bonsignori's style in early period was under the influence of his teacher Liberale da Verona. After becoming the portraitist and court artist to the Gonzaga family of Mantua in 1487, his style was influenced by Andrea Mantegna, who also worked for Francesco Gonzaga from the 1480s. They collaborated to execute several religious paintings, mainly with the theme of Madonna and Child. The attribution of the portrait of a Venetian Senator  was debatable until the last century because of the similarity in techniques used by Bonsignori and his teacher Mantegna. During the phase of his career in Mantua, there is an undocumented period between 1495 and July 1506 with no official record regarding his activities by the court of Mantua. Bonsignori's late style was decisively influenced by Lorenzo Costa in terms of form and color. He produced his last monumental altarpiece the Adoration of the Blessed Osanna Andreasi  in 1519 shortly before his death.","<p><b>Francesco Bonsignori</b>, also known as Francesco Monsignori, was an Italian painter and draughtsman, characterized by his excellence in religious subjects, portraits, architectural perspective and animals. He was born in Verona and died in Caldiero, a city near Verona. Bonsignori's style in early period was under the influence of his teacher Liberale da Verona. After becoming the portraitist and court artist to the Gonzaga family of Mantua in 1487, his style was influenced by Andrea Mantegna, who also worked for Francesco Gonzaga from the 1480s. They collaborated to execute several religious paintings, mainly with the theme of Madonna and Child. The attribution of <i>the</i> <i>portrait of a Venetian Senator </i> was debatable until the last century because of the similarity in techniques used by Bonsignori and his teacher Mantegna. During the phase of his career in Mantua, there is an undocumented period between 1495 and July 1506 with no official record regarding his activities by the court of Mantua. Bonsignori's late style was decisively influenced by Lorenzo Costa in terms of form and color. He produced his last monumental altarpiece <i>the Adoration of the Blessed Osanna Andreasi </i> in 1519 shortly before his death.</p>",0,,Francesco_Bonsignori,Francesco Bonsignori,Francesco Bonsignori,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Francesco_Bonsignori.jpg/249px-Francesco_Bonsignori.jpg,249.0,320.0,https://upload.wikimedia.org/wikipedia/commons/f/f2/Francesco_Bonsignori.jpg,321.0,412.0,https://en.wikipedia.org/wiki/Francesco_Bonsignori,https://en.wikipedia.org/wiki/Francesco_Bonsignori?action=history,https://en.wikipedia.org/wiki/Francesco_Bonsignori?action=edit,https://en.wikipedia.org/wiki/Talk:Francesco_Bonsignori,https://en.m.wikipedia.org/wiki/Francesco_Bonsignori,https://en.m.wikipedia.org/wiki/Special:History/Francesco_Bonsignori,https://en.m.wikipedia.org/wiki/Francesco_Bonsignori?action=edit,https://en.m.wikipedia.org/wiki/Talk:Francesco_Bonsignori
standard,Giovanni Francesco Caroto,Giovanni Francesco Caroto,Q966586,4965733,en,ltr,1016752951,f699ccc0-98b1-11eb-9741-8940a64849f1,2021-04-08T21:32:45Z,,,"Giovanni Francesco Caroto was an Italian painter of the Renaissance
active mainly in his native city of Verona.","<p><b>Giovanni Francesco Caroto</b> was an Italian painter of the Renaissance
active mainly in his native city of Verona.</p>",0,,Giovanni_Francesco_Caroto,Giovanni Francesco Caroto,Giovanni Francesco Caroto,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Francesco_caroto%2C_ritratto_di_una_fanciullo_con_un_disegno_infantile_%28verona%2C_castelvecchio%29_01.jpg/251px-Francesco_caroto%2C_ritratto_di_una_fanciullo_con_un_disegno_infantile_%28verona%2C_castelvecchio%29_01.jpg,251.0,320.0,https://upload.wikimedia.org/wikipedia/commons/8/84/Francesco_caroto%2C_ritratto_di_una_fanciullo_con_un_disegno_infantile_%28verona%2C_castelvecchio%29_01.jpg,2448.0,3115.0,https://en.wikipedia.org/wiki/Giovanni_Francesco_Caroto,https://en.wikipedia.org/wiki/Giovanni_Francesco_Caroto?action=history,https://en.wikipedia.org/wiki/Giovanni_Francesco_Caroto?action=edit,https://en.wikipedia.org/wiki/Talk:Giovanni_Francesco_Caroto,https://en.m.wikipedia.org/wiki/Giovanni_Francesco_Caroto,https://en.m.wikipedia.org/wiki/Special:History/Giovanni_Francesco_Caroto,https://en.m.wikipedia.org/wiki/Giovanni_Francesco_Caroto?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giovanni_Francesco_Caroto
standard,Francesco Torbido,Francesco Torbido,Q1054349,11156167,en,ltr,999239960,de360370-b27d-11eb-aa97-5bb0413e16fa,2021-01-09T04:53:42Z,,,"Francesco Torbido was an Italian painter of the Renaissance period, active mainly in Verona and Venice. He is also known as il Moro.","<p><b>Francesco Torbido</b> was an Italian painter of the Renaissance period, active mainly in Verona and Venice. He is also known as <i>il Moro</i>.</p>",0,,Francesco_Torbido,Francesco Torbido,Francesco Torbido,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Francesco-torbido.jpg/247px-Francesco-torbido.jpg,247.0,320.0,https://upload.wikimedia.org/wikipedia/commons/1/17/Francesco-torbido.jpg,816.0,1056.0,https://en.wikipedia.org/wiki/Francesco_Torbido,https://en.wikipedia.org/wiki/Francesco_Torbido?action=history,https://en.wikipedia.org/wiki/Francesco_Torbido?action=edit,https://en.wikipedia.org/wiki/Talk:Francesco_Torbido,https://en.m.wikipedia.org/wiki/Francesco_Torbido,https://en.m.wikipedia.org/wiki/Special:History/Francesco_Torbido,https://en.m.wikipedia.org/wiki/Francesco_Torbido?action=edit,https://en.m.wikipedia.org/wiki/Talk:Francesco_Torbido
standard,Jacopo Torni,Jacopo Torni,Q2632655,14151473,en,ltr,989725388,c3abfe60-51ed-11eb-aa1c-63973f935892,2020-11-20T17:39:02Z,,,"Jacopo Torni (1476–1526), also known as Jacobo Fiorentin, L'Indaco, and Jacopo dell'Indaco, was an Italian (Florentine) painter, sculptor and architect.","<p><b>Jacopo Torni</b> (1476–1526), also known as <b>Jacobo Fiorentin</b>, <b>L'Indaco</b>, and <b>Jacopo dell'Indaco</b>, was an Italian (Florentine) painter, sculptor and architect.</p>",0,,Jacopo_Torni,Jacopo Torni,Jacopo Torni,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Hercules_and_the_Nemean_lion_attributed_to_Jacopo_Torni.jpg/320px-Hercules_and_the_Nemean_lion_attributed_to_Jacopo_Torni.jpg,320.0,228.0,https://upload.wikimedia.org/wikipedia/commons/5/5d/Hercules_and_the_Nemean_lion_attributed_to_Jacopo_Torni.jpg,673.0,480.0,https://en.wikipedia.org/wiki/Jacopo_Torni,https://en.wikipedia.org/wiki/Jacopo_Torni?action=history,https://en.wikipedia.org/wiki/Jacopo_Torni?action=edit,https://en.wikipedia.org/wiki/Talk:Jacopo_Torni,https://en.m.wikipedia.org/wiki/Jacopo_Torni,https://en.m.wikipedia.org/wiki/Special:History/Jacopo_Torni,https://en.m.wikipedia.org/wiki/Jacopo_Torni?action=edit,https://en.m.wikipedia.org/wiki/Talk:Jacopo_Torni
standard,Luca Signorelli,Luca Signorelli,Q7031,221422,en,ltr,1017037037,ef3f8130-b2c5-11eb-9728-83ef00534c3d,2021-04-10T12:36:29Z,Italian Renaissance painter,local,Luca Signorelli was an Italian Renaissance painter who was noted in particular for his ability as a draftsman and his use of foreshortening. His massive frescoes of the Last Judgment (1499–1503) in Orvieto Cathedral are considered his masterpiece.,<p><b>Luca Signorelli</b> was an Italian Renaissance painter who was noted in particular for his ability as a draftsman and his use of foreshortening. His massive frescoes of the <i>Last Judgment</i> (1499–1503) in Orvieto Cathedral are considered his masterpiece.</p>,0,,Luca_Signorelli,Luca Signorelli,Luca Signorelli,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Serie_degli_uomini_i_pi%C3%B9_illustri_nella_pittura%2C_scultura%2C_e_architettura_-_con_i_loro_elogi%2C_e_ritratti_incisi_in_rame_cominciando_dalla_sua_prima_restaurazione_fino_ai_tempi_presenti_%281769%29_%2814781879685%29.jpg/249px-thumbnail.jpg,249.0,320.0,https://upload.wikimedia.org/wikipedia/commons/5/5a/Serie_degli_uomini_i_pi%C3%B9_illustri_nella_pittura%2C_scultura%2C_e_architettura_-_con_i_loro_elogi%2C_e_ritratti_incisi_in_rame_cominciando_dalla_sua_prima_restaurazione_fino_ai_tempi_presenti_%281769%29_%2814781879685%29.jpg,1564.0,2006.0,https://en.wikipedia.org/wiki/Luca_Signorelli,https://en.wikipedia.org/wiki/Luca_Signorelli?action=history,https://en.wikipedia.org/wiki/Luca_Signorelli?action=edit,https://en.wikipedia.org/wiki/Talk:Luca_Signorelli,https://en.m.wikipedia.org/wiki/Luca_Signorelli,https://en.m.wikipedia.org/wiki/Special:History/Luca_Signorelli,https://en.m.wikipedia.org/wiki/Luca_Signorelli?action=edit,https://en.m.wikipedia.org/wiki/Talk:Luca_Signorelli
standard,Tommaso Barnabei,Tommaso Barnabei,Q3531247,14514219,en,ltr,997894468,750af290-8db9-11eb-8ee5-a9f7c317491f,2021-01-02T19:30:09Z,,,"Tommaso Barnabei, also known as Maso Papacello, was an Italian painter of the Renaissance.","<p><b>Tommaso Barnabei</b>, also known as <i>Maso Papacello</i>, was an Italian painter of the Renaissance.</p>",0,,Tommaso_Barnabei,Tommaso Barnabei,Tommaso Barnabei,,,,,,,https://en.wikipedia.org/wiki/Tommaso_Barnabei,https://en.wikipedia.org/wiki/Tommaso_Barnabei?action=history,https://en.wikipedia.org/wiki/Tommaso_Barnabei?action=edit,https://en.wikipedia.org/wiki/Talk:Tommaso_Barnabei,https://en.m.wikipedia.org/wiki/Tommaso_Barnabei,https://en.m.wikipedia.org/wiki/Special:History/Tommaso_Barnabei,https://en.m.wikipedia.org/wiki/Tommaso_Barnabei?action=edit,https://en.m.wikipedia.org/wiki/Talk:Tommaso_Barnabei
standard,Leonardo da Vinci,Leonardo da Vinci,Q762,18079,en,ltr,1022657239,db300e10-b28b-11eb-bdbd-b3cee62244f4,2021-05-11T19:05:21Z,Italian Renaissance polymath (1452–1519),local,"Leonardo da Vinci was an Italian polymath of the High Renaissance who was active as a painter, draughtsman, engineer, scientist, theorist, sculptor and architect. While his fame initially rested on his achievements as a painter, he also became known for his notebooks, in which he made drawings and notes on a variety of subjects, including anatomy, astronomy, botany, cartography, painting, and paleontology. Leonardo's genius epitomized the Renaissance humanist ideal, and his collective works compose a contribution to later generations of artists matched only by that of his younger contemporary, Michelangelo.","<p><b>Leonardo da Vinci</b> was an Italian polymath of the High Renaissance who was active as a painter, draughtsman, engineer, scientist, theorist, sculptor and architect. While his fame initially rested on his achievements as a painter, he also became known for his notebooks, in which he made drawings and notes on a variety of subjects, including anatomy, astronomy, botany, cartography, painting, and paleontology. Leonardo's genius epitomized the Renaissance humanist ideal, and his collective works compose a contribution to later generations of artists matched only by that of his younger contemporary, Michelangelo.</p>",0,,Leonardo_da_Vinci,Leonardo da Vinci,Leonardo da Vinci,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Francesco_Melzi_-_Portrait_of_Leonardo.png/223px-Francesco_Melzi_-_Portrait_of_Leonardo.png,223.0,320.0,https://upload.wikimedia.org/wikipedia/commons/c/cb/Francesco_Melzi_-_Portrait_of_Leonardo.png,1286.0,1842.0,https://en.wikipedia.org/wiki/Leonardo_da_Vinci,https://en.wikipedia.org/wiki/Leonardo_da_Vinci?action=history,https://en.wikipedia.org/wiki/Leonardo_da_Vinci?action=edit,https://en.wikipedia.org/wiki/Talk:Leonardo_da_Vinci,https://en.m.wikipedia.org/wiki/Leonardo_da_Vinci,https://en.m.wikipedia.org/wiki/Special:History/Leonardo_da_Vinci,https://en.m.wikipedia.org/wiki/Leonardo_da_Vinci?action=edit,https://en.m.wikipedia.org/wiki/Talk:Leonardo_da_Vinci
standard,Giorgione,Giorgione,Q8459,140709,en,ltr,1021163835,40219d80-b2bd-11eb-be95-31bc6c3d8825,2021-05-03T07:29:32Z,Italian painter,local,"Giorgione was an Italian painter of the Venetian school during the High Renaissance, who died in his thirties. He is known for the elusive poetic quality of his work, though only about six surviving paintings are firmly attributed to him. The uncertainty surrounding the identity and meaning of his work has made Giorgione one of the most mysterious figures in European art.","<p><b>Giorgione</b> was an Italian painter of the Venetian school during the High Renaissance, who died in his thirties. He is known for the elusive poetic quality of his work, though only about six surviving paintings are firmly attributed to him. The uncertainty surrounding the identity and meaning of his work has made Giorgione one of the most mysterious figures in European art.</p>",0,,Giorgione,Giorgione,Giorgione,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Giorgione_059.jpg/264px-Giorgione_059.jpg,264.0,320.0,https://upload.wikimedia.org/wikipedia/commons/4/4c/Giorgione_059.jpg,2024.0,2454.0,https://en.wikipedia.org/wiki/Giorgione,https://en.wikipedia.org/wiki/Giorgione?action=history,https://en.wikipedia.org/wiki/Giorgione?action=edit,https://en.wikipedia.org/wiki/Talk:Giorgione,https://en.m.wikipedia.org/wiki/Giorgione,https://en.m.wikipedia.org/wiki/Special:History/Giorgione,https://en.m.wikipedia.org/wiki/Giorgione?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giorgione
standard,Antonio da Correggio,Antonio da Correggio,Q8457,102054,en,ltr,1017138803,3e11f760-b2bd-11eb-b2ad-ede0fc9dd9ec,2021-04-11T01:48:42Z,Italian painter of the Parma school of the Italian Renaissance,local,"Antonio Allegri da Correggio, usually known as just Correggio, was the foremost painter of the Parma school of the High Italian Renaissance, who was responsible for some of the most vigorous and sensuous works of the 16th century. In his use of dynamic composition, illusionistic perspective and dramatic foreshortening, Correggio prefigured the Baroque art of the 17th century and the Rococo art of the 18th century. He is considered a master of chiaroscuro.","<p><b>Antonio Allegri da Correggio</b>, usually known as just <b>Correggio</b>, was the foremost painter of the Parma school of the High Italian Renaissance, who was responsible for some of the most vigorous and sensuous works of the 16th century. In his use of dynamic composition, illusionistic perspective and dramatic foreshortening, Correggio prefigured the Baroque art of the 17th century and the Rococo art of the 18th century. He is considered a master of chiaroscuro.</p>",0,,Antonio_da_Correggio,Antonio da Correggio,Antonio da Correggio,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Antonio_Allegri_da_Correggio.jpg/244px-Antonio_Allegri_da_Correggio.jpg,244.0,320.0,https://upload.wikimedia.org/wikipedia/commons/f/fc/Antonio_Allegri_da_Correggio.jpg,415.0,545.0,https://en.wikipedia.org/wiki/Antonio_da_Correggio,https://en.wikipedia.org/wiki/Antonio_da_Correggio?action=history,https://en.wikipedia.org/wiki/Antonio_da_Correggio?action=edit,https://en.wikipedia.org/wiki/Talk:Antonio_da_Correggio,https://en.m.wikipedia.org/wiki/Antonio_da_Correggio,https://en.m.wikipedia.org/wiki/Special:History/Antonio_da_Correggio,https://en.m.wikipedia.org/wiki/Antonio_da_Correggio?action=edit,https://en.m.wikipedia.org/wiki/Talk:Antonio_da_Correggio
standard,Piero di Cosimo,Piero di Cosimo,Q280851,225501,en,ltr,1010805375,b6641360-b2c7-11eb-b172-25a4de0c7e91,2021-03-07T12:23:31Z,Italian painter (1462-1522),local,"Piero di Cosimo, also known as Piero di Lorenzo, was an Italian painter of the Renaissance.","<p><b>Piero di Cosimo</b>, also known as <b>Piero di Lorenzo</b>, was an Italian painter of the Renaissance.</p>",0,,Piero_di_Cosimo,Piero di Cosimo,Piero di Cosimo,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Piero_di_Cosimo_-_Liberazione_di_Andromeda_-_Google_Art_Project.jpg/320px-Piero_di_Cosimo_-_Liberazione_di_Andromeda_-_Google_Art_Project.jpg,320.0,182.0,https://upload.wikimedia.org/wikipedia/commons/b/b4/Piero_di_Cosimo_-_Liberazione_di_Andromeda_-_Google_Art_Project.jpg,9704.0,5520.0,https://en.wikipedia.org/wiki/Piero_di_Cosimo,https://en.wikipedia.org/wiki/Piero_di_Cosimo?action=history,https://en.wikipedia.org/wiki/Piero_di_Cosimo?action=edit,https://en.wikipedia.org/wiki/Talk:Piero_di_Cosimo,https://en.m.wikipedia.org/wiki/Piero_di_Cosimo,https://en.m.wikipedia.org/wiki/Special:History/Piero_di_Cosimo,https://en.m.wikipedia.org/wiki/Piero_di_Cosimo?action=edit,https://en.m.wikipedia.org/wiki/Talk:Piero_di_Cosimo
